21;0.732;0.732;26;48
4;0.134;0.134;182;210
14;0.484;0.484;124;140
3;6.888;6.952;720630;1057799
7;0.93;0.952;113448;114868
7;4.734;4.843;360662;812363
12;0.443;0.443;5;16
6;4.151;4.202;483431;483438
10;0.406;0.406;1;10
10;0.378;0.378;30;49
10;0.357;0.357;22;42
10;0.385;0.385;21;39
2;0.07;0.07;109;118
4;0.14;0.14;4;7
4;0.141;0.141;59;62
55;2.035;2.035;415;523
14;3.91;3.908;483427;483440
5;0.273;0.273;3359;5698
1;0.035;0.035;198;198
1;0.267;0.267;31808;31808
1;0.273;0.274;31808;31808
4;0.204;0.205;5587;6654
4;0.826;0.851;94879;95967
4;0.612;0.628;60515;60671
8;0.409;0.41;9167;9359
11;0.498;0.5;9584;10389
19;0.757;0.759;9183;9909
16;0.592;0.592;122;169
16;0.578;0.578;688;817
14;2.168;2.184;64673;223601
24;0.907;0.907;67;110
15;3.901;3.953;485158;485406
10;3.703;3.763;483431;483455
3;6.681;6.742;720630;1057799
6;4.168;4.248;571372;594869
6;4.316;4.378;367375;717470
19;0.861;0.866;21665;21717
10;0.524;0.529;21663;21703
17;0.817;0.819;21670;21713
40;1.758;1.76;9166;21465
40;1.502;1.502;1128;2572
11;0.744;0.746;6420;21436
2;5.429;5.438;711842;824646
4;4.231;4.292;571493;595278
4;2.874;2.929;353336;478353
3;6.782;6.809;720630;1057799
